cuisine,Categories_final_edit,Date,Name,Street_Address,Amount,Description,City,State,Zip,Clarified_Name,Clarified_Purpose,complete_address,lat,lon
American,Constituents Visiting State House Lunch,4/22/16,Carrie Nation,beacon st,166.57,Constituents Visiting State House Lunch,Boston,MA,2101,,,"Carrie Nation,11 beacon st,Beacon Hill,MA",42.3584588,-71.0617697
American,Cost of Food For Fundraiser,4/28/17,Carrie Nation,11 beacon st,218.69,Cost of Food For Fundraiser,Boston,MA,2108,,,"Carrie Nation,11 beacon st,Beacon Hill,MA",42.3584588,-71.0617697
Bars,Lunch Meeting W/ Staff Re: Schedule,4/19/17,Causeway Restaurant & Bar,65 causeway st,40.41,Lunch Meeting W/ Staff Re: Schedule,Boston,MA,2114,,,"Causeway,65 causeway st,Boston,MA",42.3644897,-71.062641
Coffee,food,3/28/16,Ceres Bistro,363 plantation st,13.77,Coffee meeting with constituent,Worcester,MA,1605,,,"Ceres Bistro,363 plantation st,Worcester,MA",42.2750163,-71.7678763
Chinese,Dinner with volunteers to discuss politics,1/2/17,Chinese American Association of Lexington,695 washington st,88.76,Dinner with volunteers to discuss politics,Boston,MA,2111,,,"Chinese American Association of Lexington,695 washington st,Boston,MA",42.348824,-71.0617406
Chinese,Dinner for Progressive Mass to discuss taxes,3/24/17,Chinese Dragon,695 washington st,49.65,Dinner for Progressive Mass to discuss taxes,Boston,MA,2111,,,"Chinese Dragon,695 washington st,Boston,MA",42.3512494,-71.0631047
Mexican,Dinner for staff - end of session,8/1/16,Chipotle,283 washington st,141.25,Dinner for staff - end of session,Boston,MA,02108-4304,,,"Chipotle,283 washington st,Boston,MA",42.3575336,-71.0583822
Mexican,Restaurant,6/2/16,Cielo Mexican Restaurant,1209 washington st,45.5,Dinner-meeting,Braintree,MA,2184,,,"Cielo Mexican Restaurant,1209 washington st,Braintree,MA",42.1957274,-71.0056542
Italian,food,10/30/17,Comella's,1844 centre st,92.63,Pizza and refreshments for Real Kidz district event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,food,10/27/17,Comella's,1844 centre st,112.59,Pizza and refreshments for Tree of Life district event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,pizza doe senior event,8/24/17,Comella's,,37.4,pizza doe senior event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,Pizza for cub scout party,9/27/17,Comella's,1844 centre st,112.19,Pizza for cub scout party,West Roxbury,MA,02132-1901,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,pizza for Fall Fiesta,10/16/16,Comella's,centre st,160.23,pizza for Fall Fiesta,West Roxbury,MA,2132,,,"Comella's,centre st,West Roxbury,MA",42.286204,-71.153944
Italian,food,11/8/17,Comella's,1844 centre st,186.98,Pizza for poll workers,West Roxbury,MA,02132-1901,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,food,7/19/17,Comella's,1844 centre st,266.48,Pizza for Real Kids basketball event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,food,7/12/17,Comella's,1844 centre st,251.52,Pizza for Real Kidz Basketball event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,food,8/18/17,Comella's,1844 centre st,203.03,Pizza for Real Kidz Basketball event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,food,8/14/17,Comella's,1844 centre st,213.72,Pizza for Real Kidz Basketball event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,food,8/25/17,Comella's,1844 centre st,203.03,Pizza for Real Kidz Basketball event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,food,8/4/17,Comella's,1844 centre st,224.41,Pizza for Real Kidz Basketball event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,food,8/30/17,Comella's,1844 centre st,186.98,Pizza for Real Kidz Basketball event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,Pizza for yard sale at Bromley Health for mothers in the community,8/8/17,Comella's,1844 centre st,159.59,Pizza for yard sale at Bromley Health for mothers in the community,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,pizza's for Fall Fiesta,10/25/17,Comella's,centre st,224.38,pizza's for Fall Fiesta,West Roxbury,MA,2132,,,"Comella's,centre st,West Roxbury,MA",42.286204,-71.153944
Italian,Pizzas and Refreshments For Community Event,6/12/17,Comella's,centre st,63.1,Pizzas and Refreshments For Community Event,West Roxbury,MA,2132,,,"Comella's,centre st,West Roxbury,MA",42.286204,-71.153944
Italian,Pizzas and Refreshments For Community Event,3/22/17,Comella's,centre st,186.98,Pizzas and Refreshments For Community Event,West Roxbury,MA,2132,,,"Comella's,centre st,West Roxbury,MA",42.286204,-71.153944
Italian,Pizzas and Refreshments For Community Event,3/27/17,Comella's,1844 centre st,224.38,Pizzas and Refreshments For Community Event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Italian,Pizzas and Refreshments For Community Event,3/20/17,Comella's,1844 centre st,211.98,Pizzas and Refreshments For Community Event,West Roxbury,MA,2132,,,"Comella's,1844 centre st,West Roxbury,MA",42.286204,-71.153944
Chinese,Food,9/9/16,Copper Wok,728 huntinton ave,27.92,Food For Volunteers,Boston,MA,2115,,,"Copper Wok,728 huntinton ave,Boston,MA",42.333779,-71.10516
Bars,Food,9/17/17,Corrib Restaurant & Pub,396 market st,90,Campaign meeting,Brighton,MA,2135,,,"Corrib Restaurant & Pub,398 market st ,Brighton,MA",42.3498743,-71.1527542
Bars,Food and beverages for constituents,1/15/16,Corrib Restaurant & Pub,396 market st,100,Food and beverages for constituents,Brighton,MA,2135,,,"Corrib Restaurant & Pub,398 market st ,Brighton,MA",42.3498743,-71.1527542
Bars,Food,9/16/17,Corrib Restaurant & Pub,396 market st,113,Food for Campaign Volunteers,Brighton,MA,2135,,,"Corrib Restaurant & Pub,398 market st ,Brighton,MA",42.3498743,-71.1527542
Bars,Food/Beverage Financial Mtg.,9/20/16,Corrib Restaurant & Pub,,28.75,Food/Beverage Financial Mtg.,Brighton,MA,2135,,,"Corrib Restaurant & Pub,398 market st ,Brighton,MA",42.3498743,-71.1527542
Bars,Food,10/24/16,Corrib Restaurant & Pub,396 market st,71.04,Lunch Meeting With Constituents To Discuss Neighborhood Planning,Brighton,MA,2135,,,"Corrib Restaurant & Pub,398 market st ,Brighton,MA",42.3498743,-71.1527542
Bars,Food,12/21/16,Corrib Restaurant & Pub,396 market st,43.6,Lunch Meeting With Constituents To Discuss Neighborhood Planning,Brighton,MA,2135,,,"Corrib Restaurant & Pub,398 market st ,Brighton,MA",42.3498743,-71.1527542
Bars,Luncheon/irish Delegation Visit,3/22/17,Corrib Restaurant & Pub,396 market st,75.97,Luncheon/irish Delegation Visit,Brighton,MA,2135,,,"Corrib Restaurant & Pub,398 market st ,Brighton,MA",42.3498743,-71.1527542
Bars,food,10/24/16,Corrib Restaurant & Pub,396 market st,135,Refreshment At Wards 21 and 22 Democratic Party,Brighton,MA,2135,,,"Corrib Restaurant & Pub,398 market st ,Brighton,MA",42.3498743,-71.1527542
Italian,Pasta DInner - Lemonade,8/7/17,Costco,119 daggett dfrive,13.98,Pasta DInner - Lemonade,West Springfield,MA,1089,,,"Costco,119 daggett dfrive,West Springfield,MA",42.1317931,-72.6208065
Coffee,"Coffee, Water & Office Supplies",2/25/16,Costco,119 daggett dr,78.61,"Coffee, Water & Office Supplies",West Springfield,MA,1089,,,"Costco,119 daggett dfrive,West Springfield,MA",42.1317931,-72.6208065
Coffee,food,11/2/16,Cranberry Cafe,704 e brdway,110,Coffee/pastries for senior coffee hour at Castle Cove Apartments.,Boston,MA,02127-1504,,,"Cranberry Cafe,704 e brdway,South Boston,MA",42.335813,-71.037247
Coffee,food,11/2/16,Cranberry Cafe,704 e brdway,110,Coffee/pastries for senior coffee hour at Foley Apartments.,Boston,MA,02127-1504,,,"Cranberry Cafe,704 e brdway,South Boston,MA",42.335813,-71.037247
Italian,food,10/27/17,DaCoopa's Pizza,474 saratoga st,27.26,Pizza for Volunteers,Boston,MA,2128,,,"DaCoopa's Pizza,474 saratoga st,East Boston,MA",42.3801545,-71.0272697
Italian,food,10/25/17,DaCoopa's Pizza,474 saratoga st,27.26,Pizza for Volunteers,Boston,MA,2128,,,"DaCoopa's Pizza,474 saratoga st,East Boston,MA",42.3801545,-71.0272697
Italian,food,9/29/17,DaCoopa's Pizza,474 saratoga st,36.36,Pizza for Volunteers,Boston,MA,2128,,,"DaCoopa's Pizza,474 saratoga st,East Boston,MA",42.3801545,-71.0272697
Italian,food,10/4/17,DaCoopa's Pizza,474 saratoga st,34.22,Pizza for Volunteers,Boston,MA,2128,,,"DaCoopa's Pizza,474 saratoga st,East Boston,MA",42.3801545,-71.0272697
Italian,food,9/22/17,DaCoopa's Pizza,474 saratoga st,36.36,Pizza for volunteers,Boston,MA,2128,,,"DaCoopa's Pizza,474 saratoga st,East Boston,MA",42.3801545,-71.0272697
Steakhouse,restaurant,7/14/16,Davio's,75 arlington st,612.99,dinner with colleagues to discuss end of session,Boston,MA,2101,,,"Davio's,75 arlington st,Boston,MA",42.3504159,-71.0703405
Steakhouse,dinner/Jay Kennedy-ALS One fundraiser w/ Gov Baker,4/16/17,Davio's,75 arlington st,140.26,dinner/Jay Kennedy-ALS One fundraiser w/ Gov Baker,Boston,MA,2116,,,"Davio's,75 arlington st,Boston,MA",42.3504159,-71.0703405
Steakhouse,Food For Bosston Fundraising Meeting,3/31/17,Davio's,75 arlington st,74.82,Food For Bosston Fundraising Meeting,Boston,MA,2101,,,"Davio's,75 arlington st,Boston,MA",42.3504159,-71.0703405
Steakhouse,Food,10/3/17,Davio's,75 arlington st,252.93,Meeting Expense: Meals,Boston,MA,2136,,,"Davio's,75 arlington st,Boston,MA",42.3504159,-71.0703405
Steakhouse,Food,1/9/18,Davio's,427 walnut st,676.89,Meeting Expense: Meals,Lynnfield,MA,1940,,,"Davio's,427 walnut st,Lynnfield,MA",42.5158905,-71.0342021
Steakhouse,Restaurant,7/15/16,Davio's Northern Italian Steakhouse,75 arlington st,613,Dinner with colleagues after session,Boston,MA,2116,,,"Davio's Northern Italian Steakhouse,75 arlington st,Boston,MA",42.3504159,-71.0703405
Steakhouse,Food,5/18/16,Davio's Northern Italian Steakhouse,75 arlington st,116.98,Fundraising Meeting Expense: Meals,Boston,MA,2116,,,"Davio's Northern Italian Steakhouse,75 arlington st,Boston,MA",42.3504159,-71.0703405
Steakhouse,Food,4/6/17,Davio's Northern Italian Steakhouse,75 arlington st,74.06,Meeting Expense: Meals,Boston,MA,2116,,,"Davio's Northern Italian Steakhouse,75 arlington st,Boston,MA",42.3504159,-71.0703405
Steakhouse,Dinner with Colleagues/Discuss Legislation & Past Session,9/9/17,Davio's Restaurant,{patriot pl,521.03,Dinner with Colleagues/Discuss Legislation & Past Session,Foxborough,MA,2035,,,"Davio's Restaurant,{patriot pl,Foxborough,MA",42.0933722,-71.2670981
Italian,food,1/28/17,Denly Gardens,25 lake st,34.72,Pizza for Volunteers,Weymouth,MA,2189,,,"Denly Gardens,25 lake st,Weymouth,MA",42.2133859,-70.9282048
Italian,food,6/11/17,Deno's Pizza,2040 centre st,70.17,Pizza party for visiting students,West Roxbury,MA,02132-3326,,,"Deno's Pizza,2040 centre st,West Roxbury,MA",42.280246,-71.158057
Italian,food,10/30/17,Di Pietro's Pizza,285 highland ave,68.08,Pizza for event,Malden,MA,2148,,,"Di Pietro's Pizza,285 highland ave,Malden,MA",42.4229791,-71.0802014
Italian,food,12/11/17,Di Pietro's Pizza,285 highland ave,191.19,Pizza for staff,Malden,MA,2148,,,"Di Pietro's Pizza,285 highland ave,Malden,MA",42.4229791,-71.0802014
Italian,pasta dinner decorations,8/28/16,"Dollar Tree Stores, Inc.",1011 water st,30.75,pasta dinner decorations,Fitchburg,MA,1420,,,"Dollar Tree Stores, Inc.,1011 water st,Fitchburg,MA",42.564412,-71.781177
Italian,food,4/23/16,"Dollar Tree Stores, Inc.",1011 water st,36.13,Pizza Party,Fitchburg,MA,1420,,,"Dollar Tree Stores, Inc.,1011 water st,Fitchburg,MA",42.564412,-71.781177
Italian,Pizza and Soda For Volunteers Working At Lynn Arts For Clothing And Supplies Collection Drive To Assist Victims of West Baltimore Street Fire.,1/2/17,Domino's Pizza,341 union st,154.91,Pizza and Soda For Volunteers Working At Lynn Arts For Clothing And Supplies Collection Drive To Assist Victims of West Baltimore Street Fire.,Lynn,MA,1901,,,"Domino's Pizza,341 union st,Lynn,MA",42.4640581,-70.9439242
Italian,food,9/11/17,Domino's Pizza,390 rhode island ave.,21.54,Pizza For Constituents,Fall River,MA,2724,,,"Domino's Pizza,390 rhode island ave.,Fall River,MA",41.6776198,-71.1603355
Italian,pizza for volunteers,11/7/17,Domino's Pizza,707 western ave.,86,pizza for volunteers,Lynn,MA,1901,,,"Domino's Pizza,707 western ave.,Lynn,MA",42.4636981,-70.9645402
Italian,food,8/26/17,Domino's Pizza,4 canal st,36.39,Pizza For Volunteers,Salem,MA,1970,,,"Domino's Pizza,4 canal st,Salem,MA",42.5177245,-70.8955729
Italian,West End House Hoop Shoot pizza for kids,12/4/17,Domino's Pizza,450 cambridge st,321.59,West End House Hoop Shoot pizza for kids,Allston,MA,2134,,,"Domino's Pizza,450 cambridge st,Allston,MA",42.3538823,-71.1357071
Coffee,Food & Coffee For Election Day Volunteers,11/10/16,Donnas Donuts,2106 main st,212,Food & Coffee For Election Day Volunteers,Tewksbury,MA,1876,,,"Donnas Donuts,2106 main st,Tewksbury,MA",42.5862163,-71.1987621
Mexican,Food,9/1/16,Dorado Tacos & Cemitas,401 harvard st,18.94,Lunch with constituents to discuss climate change,Brookline,MA,2446,,,"Dorado Tacos & Cemitas,401 harvard st,Brookline,MA",42.3452441,-71.1265262
Japanese,Lunch with Community Member to Discuss Local Issues,7/3/17,Douzo Modern Japanese,131 dartmouth st,50.53,CHECKCARD,Boston,MA,2116,,Lunch with Community Member to Discuss Local Issues,"Douzo Modern Japanese,131 dartmouth st,Boston,MA",42.3470414,-71.0753582
Italian,pizza for Jamaica Plain Women's Alliance meeting,6/19/17,Doyle's,washington st,177.67,pizza for Jamaica Plain Women's Alliance meeting,Boston,MA,2130,,,"Doyle's,3484 washington st,Boston,MA",42.3064317,-71.1073252
Italian,Pizzas For Community Event,5/16/16,Ducali Pizzeria,289 causeway st,120.58,Pizzas For Community Event,Boston,MA,2114,,,"Ducali Pizzeria,289 causeway st,Boston,MA",42.3670964,-71.058082
Chinese,Dinner With Housing Advocates To Discuss Housing Issue,12/16/16,Dumpling Cafe,695 washington st,18.48,Dinner With Housing Advocates To Discuss Housing Issue,Boston,MA,2111,,,"Dumpling Cafe,695 washington st,Boston,MA",42.3512494,-71.0631047
Chinese,Food,4/4/16,Dumpling Cafe,380 chelsea st,"1,214.01",Food For Fundraiser,Boston,MA,2128,,,"Dumpling Cafe,380 chelsea st,Boston,MA",42.3512494,-71.0631047
Chinese,Food,10/3/16,Dumpling Cafe,728 huntinton ave,13.48,Food For Volunteers,Boston,MA,2115,,,"Dumpling Cafe,728 huntinton ave,Boston,MA",42.3512494,-71.0631047
Chinese,Food,10/3/16,Dumpling Cafe,49 warrent st,17.36,Food For Volunteers,Roxbury,MA,2119,,,"Dumpling Cafe,49 warrent st,Roxbury,MA",42.3291599,-71.0836959
Italian,Donation- Pizza Night Fundraiser,4/6/17,East Boston Social Centers,68 central sq,120,Donation- Pizza Night Fundraiser,East Boston,MA,02128-1905,,,"East Boston Social Centers,68 central sq,East Boston,MA",42.3742526,-71.0395635
Steakhouse,restaurant,6/19/17,El Encanto BBQ,common st,660,Volunteer Food & Drink,Lawrence,MA,1841,,,"El Encanto BBQ,common st,Lawrence,MA",42.7067528,-71.1654403
Cuban,Food,2/2/17,El Oriental de Cuba,416 centre st,33.26,Breakfast With Advocate,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food,6/8/17,El Oriental de Cuba,416 centre st,59.18,Breakfast With Advocates To Discuss Community Issues,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food,6/12/17,El Oriental de Cuba,416 centre st,40.29,Breakfast With Community Advocate,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food,2/4/16,El Oriental de Cuba,416 centre st,35,Breakfast with constituent on community issue,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food,2/5/16,El Oriental de Cuba,416 centre st,14.29,Breakfast with constituent on community issue,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,restaurant,2/1/16,El Oriental de Cuba,416 centre st,23.51,breakfast with constituent on community issues,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food,4/18/16,El Oriental de Cuba,416 centre st,20.29,Breakfast with constituent on community matters,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,restaurant,5/11/16,El Oriental de Cuba,416 centre st,49.77,breakfast with constituent on community matters,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,restaurant,5/16/16,El Oriental de Cuba,416 centre st,27.99,breakfast with constituent on community matters,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food,3/20/17,El Oriental de Cuba,416 centre st,41.73,Breakfast With Supporter To Discuss Community Issue,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food,4/10/17,El Oriental de Cuba,416 centre st,29.47,Campaign meeting,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Boston,MA",42.3207581,-71.1104804
Cuban,Restaurant,9/27/16,El Oriental de Cuba,416 centre st,43.41,Dinner With Colleagues,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food,12/20/17,El Oriental de Cuba,416 centre st,"2,367.50",Food and refreshments for Holiday Party for Ways and Means Committee members and staff,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food,12/15/17,El Oriental de Cuba,416 centre st,40,Food for community meeting,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food For Latina Womens Community Event in Jamaica Plain,9/30/16,El Oriental de Cuba,416 centre st,562,Food For Latina Womens Community Event in Jamaica Plain,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Food,8/22/16,El Oriental de Cuba,416 centre st,58.84,Food For Meeting With Constituents On Community Issues,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,food with constituent on community issues,8/8/16,El Oriental de Cuba,416 centre st,15.9,food with constituent on community issues,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,food with constituent on community issues,6/8/16,El Oriental de Cuba,416 centre st,28.27,food with constituent on community issues,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,food with constituent on community issues,8/5/16,El Oriental de Cuba,416 centre st,25.31,food with constituent on community issues,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
Cuban,Holiday Dinner With Staff and Volunteers,12/19/16,El Oriental de Cuba,centre st,18.36,Holiday Dinner With Staff and Volunteers,Boston,MA,2130,,,"El Oriental de Cuba,centre st,Boston,MA",42.3207581,-71.1104804
Cuban,Luncheon for Ways and Means Committee members,9/15/17,El Oriental de Cuba,416 centre st,647.5,Luncheon for Ways and Means Committee members,Boston,MA,2130,,,"El Oriental de Cuba,416 centre st,Jamaica Plain,MA",42.3207581,-71.1104804
